teff,logg,M_H,en
7200,4.5,0.0,0.0
7200,5.0,0.0,0.0
7300,1.0,0.0,0.0
7300,1.5,0.0,0.0
7400,1.0,0.0,0.0
7400,1.5,0.0,0.0
7400,2.0,0.0,0.0
7400,2.5,0.0,0.0
7400,3.0,0.0,0.0
7400,3.5,0.0,0.0
7400,4.0,0.0,0.0
7400,4.5,0.0,0.0
7400,5.0,0.0,0.0
7500,1.0,0.0,0.0
7600,0.5,0.0,0.0
7600,1.0,0.0,0.0
7600,1.5,0.0,0.0
7600,2.0,0.0,0.0
7600,2.5,0.0,0.0
7600,3.0,0.0,0.0
7600,3.5,0.0,0.0
7600,4.0,0.0,0.0
7600,4.5,0.0,0.0
7600,5.0,0.0,0.0
7700,1.0,0.0,0.0
7800,1.0,0.0,0.0
7800,1.5,0.0,0.0
7800,2.0,0.0,0.0
7800,2.5,0.0,0.0
7800,3.0,0.0,0.0
7800,3.5,0.0,0.0
7800,4.0,0.0,0.0
7800,4.5,0.0,0.0
7800,5.0,0.0,0.0
7900,1.0,0.0,0.0
8000,0.5,0.0,0.0
8000,1.0,0.0,0.0
8000,1.5,0.0,0.0
8000,2.0,0.0,0.0
